Unnamed: 0,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
10862,India,Cassava,1992,232463,1083.0,70791.0,27.24
24217,Saudi Arabia,Sorghum,1998,11049,59.0,2683.37,26.48
25704,Sri Lanka,Soybeans,1992,9905,1712.0,2144.31,26.26
20531,Morocco,"Rice, paddy",1994,65000,346.0,10992.57,17.88
20554,Morocco,Wheat,1995,5543,346.0,11399.71,18.72
10674,India,Wheat,1990,21211,1083.0,75000.0,24.37
8851,France,"Rice, paddy",2007,46354,867.0,77255.0,11.75
13218,India,"Rice, paddy",2006,31759,1083.0,37423.0,26.43
27745,Uruguay,Soybeans,1994,15091,1300.0,2272.08,17.17
16352,Japan,Maize,1994,24852,1668.0,79821.18,13.78
12183,India,Sorghum,1999,8472,1083.0,46195.0,25.5
11472,India,Sorghum,1995,8235,1083.0,61257.0,26.15
17599,Kenya,Wheat,2010,31991,630.0,1578.0,16.82
8970,Germany,Soybeans,1996,20000,700.0,31683.0,7.42
25257,Spain,Sweet potatoes,1992,170506,636.0,31839.0,11.89
14028,India,Cassava,2011,364770,1083.0,55540.0,25.63
24024,Rwanda,Maize,1999,7556,1212.0,152.0,19.35
14079,India,Potatoes,2011,227240,1083.0,55540.0,26.0
8938,Germany,Wheat,1993,65841,700.0,25170.0,5.33
13000,India,Maize,2005,19385,1083.0,35342.0,24.12
21793,Pakistan,Sorghum,1991,5866,494.0,5962.0,22.48
5274,Burundi,Wheat,2005,7387,1274.0,304.83,22.29
21212,Netherlands,Potatoes,2011,460550,778.0,10953.91,10.73
10833,India,Wheat,1991,22814,1083.0,72133.0,26.9
8756,France,Sorghum,1990,41296,867.0,97701.0,11.96
23816,Romania,Maize,1992,20469,637.0,15134.0,11.55
27476,Ukraine,Wheat,2012,27999,565.0,90814.8,8.56
25682,Sri Lanka,Cassava,1990,87717,1712.0,1571.33,26.53
12,Albania,Maize,1992,24876,1485.0,121.0,16.06
8679,Estonia,Potatoes,1999,129807,626.0,187.0,6.55
3342,Brazil,Cassava,1998,123522,1761.0,118930.56,26.63
19720,Mexico,Soybeans,2001,16503,758.0,31373.3,21.23
3253,Brazil,Maize,1997,26228,1761.0,110276.11,19.12
22304,Pakistan,Sorghum,1999,6167,494.0,20450.0,23.8
6804,Colombia,Soybeans,2006,20000,3240.0,98328.63,22.6
18596,Mali,Cassava,2000,115886,282.0,17.59,27.51
21612,Niger,Sweet potatoes,2007,159870,151.0,30.57,29.85
26798,Turkey,Wheat,2000,22928,593.0,33471.0,14.29
4597,Brazil,Sweet potatoes,2011,124266,1761.0,345026.0,24.32
7447,Dominican Republic,Plantains and others,2013,199939,1410.0,6316.61,26.88
12464,India,Maize,2001,19996,1083.0,43720.04,25.53
6028,Canada,Wheat,2009,27897,537.0,54529.4,7.12
437,Argentina,Sweet potatoes,1993,122955,591.0,26156.0,17.32
9630,Guatemala,Potatoes,2008,242863,1996.0,18091.67,19.51
25520,Spain,"Rice, paddy",2006,67992,636.0,39767.0,17.81
3406,Brazil,Sweet potatoes,1998,103928,1761.0,118930.56,27.54
24339,Senegal,Cassava,1991,24752,686.0,384.0,25.0
11826,India,Sorghum,1997,6920,1083.0,52279.0,25.68
16162,Jamaica,Cassava,2011,188896,2051.0,909.71,27.17
15713,Italy,Wheat,1990,29243,832.0,100596.4,12.83
9605,Guatemala,Sorghum,2005,16225,1996.0,13506.02,19.99
22749,Pakistan,Soybeans,2007,5818,494.0,5935.96,23.33
15365,Indonesia,"Rice, paddy",2013,51520,2702.0,1597.0,27.3
16134,Jamaica,Cassava,2007,186683,2051.0,909.71,27.61
6493,Chile,Potatoes,2011,312460,1522.0,9830.72,13.25
21447,Nicaragua,Cassava,2008,80701,2280.0,10173.91,26.75
1248,Australia,Sorghum,2000,34003,534.0,33475.0,12.09
28051,Zambia,Maize,2013,25382,1020.0,1670.0,20.14
4899,Bulgaria,"Rice, paddy",2004,49596,608.0,2361.0,9.18
20980,Namibia,Wheat,1998,49336,285.0,56.0,20.83
24271,Saudi Arabia,Potatoes,2006,242031,59.0,4046.34,26.42
469,Argentina,Sweet potatoes,1995,168000,591.0,37842.0,17.74
13066,India,Sorghum,2005,7968,1083.0,35342.0,24.12
27014,Turkey,"Rice, paddy",2009,77765,593.0,37651.15,18.41
4811,Brazil,Yams,2013,96078,1761.0,367778.0,17.57
7126,Dominican Republic,Plantains and others,1992,79229,1410.0,4971.0,26.45
18873,Mauritania,Yams,2013,61224,92.0,26.41,28.24
3642,Brazil,Maize,2001,34019,1761.0,151523.0,22.14
23653,Portugal,"Rice, paddy",1999,59924,854.0,15411.0,16.09
14057,India,Maize,2011,24784,1083.0,55540.0,26.0
15079,Indonesia,Soybeans,2005,13006,2702.0,1597.0,27.22
9863,Guyana,"Rice, paddy",1992,35106,2387.0,289.9,27.13
3173,Brazil,"Rice, paddy",1996,26578,1761.0,101621.67,27.6
17010,Japan,Sweet potatoes,2010,217531,1668.0,55576.0,13.82
6730,Colombia,Sorghum,2001,28509,3240.0,85515.3,22.5
2764,Brazil,Potatoes,1992,140432,1761.0,67003.89,17.8
9939,Guyana,Yams,2007,96154,2387.0,246.5,27.3
11372,India,Wheat,1994,23796,1083.0,61357.0,24.29
12327,India,Potatoes,2000,186443,1083.0,44957.52,25.93
12587,India,Sweet potatoes,2001,88368,1083.0,43720.04,26.91
16958,Japan,Soybeans,2009,15812,1668.0,60970.8,13.55
18745,Mauritania,Sweet potatoes,1994,10000,92.0,39.09,27.24
3761,Brazil,Potatoes,2002,194038,1761.0,145552.0,25.18
27766,Uruguay,Soybeans,1997,17333,1300.0,3362.05,17.46
23023,Pakistan,Wheat,2011,28328,494.0,1979.27,19.53
27675,United Kingdom,Potatoes,2010,438841,1220.0,16770.87,8.8
27417,Ukraine,Maize,2002,35167,565.0,17486.64,8.87
3618,Brazil,Wheat,2000,15156,1761.0,140423.0,24.36
13580,India,"Rice, paddy",2008,32509,1083.0,14485.33,26.83
23332,Peru,Plantains and others,1992,105298,1738.0,3134.0,17.96
20478,Morocco,Sorghum,1990,5496,346.0,9364.0,18.29
12891,India,Sorghum,2004,7161,1083.0,35113.0,26.41
12786,India,Wheat,2002,27621,1083.0,42482.56,25.07
7762,Ecuador,Plantains and others,2001,90347,2274.0,7344.0,17.39
14855,Indonesia,Potatoes,1998,153432,2702.0,1597.0,27.9
14637,Indonesia,Potatoes,1992,143819,2702.0,825.0,27.2
5438,Cameroon,Cassava,1999,136594,1604.0,653.0,24.97
14219,India,Cassava,2012,385818,1083.0,52980.0,26.09
741,Argentina,Sweet potatoes,2013,147498,591.0,171945.54,16.45
27685,United Kingdom,Potatoes,2011,432192,1220.0,16401.66,10.63
11126,India,Sorghum,1993,8981,1083.0,66388.0,27.24
26433,Thailand,Soybeans,2010,17695,1622.0,68986.0,28.54
11265,India,Potatoes,1994,166101,1083.0,61357.0,25.71
17075,Japan,Potatoes,2012,307882,1668.0,54716.4,15.21
24784,South Africa,Potatoes,1998,307667,495.0,24304.0,16.11
16034,Jamaica,Sweet potatoes,1991,108643,2051.0,1415.65,27.24
27632,United Kingdom,Wheat,2005,79609,1220.0,31415.27,10.63
28117,Zimbabwe,"Rice, paddy",1997,22133,657.0,2762.0,20.63
20801,Mozambique,Maize,1991,3241,1032.0,102.26,21.77
9462,Greece,Wheat,2011,27004,652.0,8189.8,17.67
23520,Poland,Potatoes,1990,197853,600.0,5422.0,9.2
1763,Australia,Sweet potatoes,2013,344391,534.0,45177.18,20.14
12719,India,Sorghum,2002,7602,1083.0,42482.56,27.15
17158,Kazakhstan,Soybeans,1992,11919,250.0,17182.0,2.78
11474,India,Sorghum,1995,8235,1083.0,61257.0,25.44
18699,Mali,Sorghum,2012,10612,282.0,1.52,27.39
6104,Canada,Wheat,2012,28645,537.0,73508.9,8.66
26953,Turkey,"Rice, paddy",2007,69084,593.0,48715.51,14.98
25587,Spain,Sorghum,2009,43472,636.0,35199.0,12.96
14346,India,Sweet potatoes,2012,97174,1083.0,52980.0,25.3
10634,India,Sweet potatoes,1990,79663,1083.0,75000.0,25.58
22379,Pakistan,Sweet potatoes,2000,109771,494.0,27885.0,27.73
27900,Zambia,Potatoes,1993,90909,1020.0,1080.0,21.0
10925,India,"Rice, paddy",1992,26092,1083.0,70791.0,25.91
25379,Spain,Soybeans,1998,20731,636.0,35070.0,17.15
13127,India,Wheat,2005,26016,1083.0,35342.0,26.73
12392,India,Soybeans,2000,8222,1083.0,44957.52,27.03
6414,Chile,Potatoes,2002,212397,1522.0,12047.63,6.25
11129,India,Sorghum,1993,8981,1083.0,66388.0,25.27
19768,Mexico,"Rice, paddy",2002,45027,758.0,16189.88,21.5
54,Albania,Wheat,2001,28220,1485.0,628.79,16.59
13660,India,Wheat,2008,28022,1083.0,14485.33,24.25
1213,Australia,Soybeans,1999,22667,534.0,34200.0,14.2
1907,Azerbaijan,Potatoes,1998,95259,447.0,148.68,12.79
16486,Japan,Potatoes,1997,307549,1668.0,79821.18,15.37
26981,Turkey,"Rice, paddy",2008,75716,593.0,37640.2,11.33
4050,Brazil,Potatoes,2006,223802,1761.0,238716.0,20.6
18362,Malawi,Sorghum,2007,8593,1181.0,524.46,20.67
16954,Japan,"Rice, paddy",2009,65222,1668.0,60970.8,15.61
19780,Mexico,Sorghum,2002,29859,758.0,16189.88,19.62
13560,India,"Rice, paddy",2008,32509,1083.0,14485.33,25.57
4060,Brazil,"Rice, paddy",2006,38798,1761.0,238716.0,21.82
24219,Saudi Arabia,Wheat,1998,44999,59.0,2683.37,26.48
1771,Australia,Wheat,2013,17609,534.0,45177.18,14.74
26176,Tajikistan,Maize,1993,30455,691.0,2280.0,7.29
10550,India,Potatoes,1990,157136,1083.0,75000.0,25.25
8900,Germany,Wheat,1990,62734,700.0,31289.0,10.71
26145,Switzerland,Wheat,2007,59803,1537.0,2099.3,8.43
16914,Japan,"Rice, paddy",2008,67786,1668.0,58750.0,13.31
20732,Morocco,Soybeans,2009,10000,346.0,13697.0,18.73
23730,Portugal,Potatoes,2013,182243,854.0,10126.8,16.77
19361,Mexico,Cassava,1996,77192,758.0,34468.93,25.06
9503,Guatemala,Plantains and others,1993,418505,1996.0,12004.33,19.85
4266,Brazil,"Rice, paddy",2008,42311,1761.0,312637.0,25.96
10567,India,Potatoes,1990,157136,1083.0,75000.0,25.64
22604,Pakistan,"Rice, paddy",2005,31742,494.0,7914.31,27.21
24674,South Africa,Potatoes,1994,232625,495.0,16582.0,15.1
10308,Honduras,Sweet potatoes,2007,64754,1976.0,5283.93,24.55
14897,Indonesia,"Rice, paddy",1999,42519,2702.0,1597.0,27.32
12187,India,Sorghum,1999,8472,1083.0,46195.0,26.06
11148,India,Soybeans,1993,10857,1083.0,66388.0,27.24
23069,Pakistan,Soybeans,2012,7901,494.0,990.09,23.1
16167,Jamaica,Sweet potatoes,2011,182528,2051.0,909.71,27.17
10263,Honduras,Sweet potatoes,2001,63626,1976.0,1141.0,24.4
19569,Mexico,Potatoes,1999,223519,758.0,34468.93,25.03
27446,Ukraine,Wheat,2007,23420,565.0,36476.0,9.46
2819,Brazil,Wheat,1992,14295,1761.0,67003.89,17.8
18190,Madagascar,Sorghum,2007,6164,1513.0,93.88,20.02
12781,India,Wheat,2002,27621,1083.0,42482.56,26.75
6819,Colombia,Sorghum,2007,37000,3240.0,82439.06,27.45
25013,South Africa,"Rice, paddy",2007,25048,495.0,26857.0,18.98
13585,India,Sorghum,2008,10209,1083.0,14485.33,24.25
7359,Dominican Republic,Sweet potatoes,2007,75696,1410.0,5689.8,27.12
27266,Uganda,Wheat,2002,17500,1180.0,88.0,23.99
26221,Tajikistan,Sorghum,2000,14588,691.0,527.25,8.78
27933,Zambia,"Rice, paddy",1997,10049,1020.0,1670.0,20.9
24976,South Africa,Maize,2006,34122,495.0,26857.0,15.26
20728,Morocco,"Rice, paddy",2009,64154,346.0,13697.0,18.73
5866,Canada,Maize,2002,70128,537.0,34226.0,8.18
4654,Brazil,"Rice, paddy",2012,47860,1761.0,346583.0,22.16
9585,Guatemala,Potatoes,2002,335861,1996.0,10381.71,19.93
20329,Mexico,Maize,2012,31874,758.0,64512.22,25.5
13682,India,Cassava,2009,343433,1083.0,28707.01,24.87
25818,Sri Lanka,Cassava,2008,100556,1712.0,1152.39,26.42
447,Argentina,"Rice, paddy",1994,42989,591.0,30195.0,18.17
22570,Pakistan,Sweet potatoes,2004,113473,494.0,8903.48,27.5
17267,Kazakhstan,Wheat,2001,11803,250.0,3007.26,7.23
13966,India,Soybeans,2010,13330,1083.0,40093.69,26.82
15431,Iraq,"Rice, paddy",1994,23497,216.0,692.0,20.02
27090,Turkey,Maize,2012,73884,593.0,42610.59,19.92
2292,Bangladesh,Maize,2008,60172,2666.0,12936.5,26.0
25805,Sri Lanka,Potatoes,2006,148094,1712.0,1751.75,26.56
14193,India,Wheat,2011,29886,1083.0,55540.0,26.84
18770,Mauritania,Potatoes,1998,48000,92.0,39.09,28.52
25543,Spain,"Rice, paddy",2007,71228,636.0,39286.0,17.41
431,Argentina,"Rice, paddy",1993,43559,591.0,26156.0,17.32
21362,Nicaragua,Potatoes,1996,144737,2280.0,2041.7,26.76
27832,Uruguay,Maize,2008,41526,1300.0,13335.22,17.43
3739,Brazil,Cassava,2002,137949,1761.0,145552.0,25.18
718,Argentina,Potatoes,2012,287821,591.0,136185.08,18.43
25157,South Africa,Sorghum,2012,27806,495.0,26857.0,19.14
11860,India,Soybeans,1997,10789,1083.0,52279.0,25.21
22173,Pakistan,Sorghum,1997,5926,494.0,16936.0,22.14
10093,Haiti,Sorghum,2005,8696,1440.0,27.85,27.35
13611,India,Soybeans,2008,10415,1083.0,14485.33,26.52
9500,Guatemala,Wheat,1992,20000,1996.0,12004.33,19.89
7071,Denmark,Wheat,1999,70074,703.0,2867.0,9.37
27869,Uruguay,"Rice, paddy",2013,78812,1300.0,19028.6,15.92
19964,Mexico,"Rice, paddy",2006,47857,758.0,50891.95,19.53
12926,India,Sweet potatoes,2004,88588,1083.0,35113.0,25.25
4331,Brazil,Cassava,2009,138613,1761.0,335742.0,18.84
19435,Mexico,Maize,1997,23840,758.0,34468.93,21.9
1694,Australia,Maize,2012,64654,534.0,48687.88,19.55
10159,Haiti,Yams,2013,110560,1440.0,27.85,27.2
9440,Greece,Sweet potatoes,2008,211841,652.0,5130.8,18.61
23695,Portugal,"Rice, paddy",2007,58062,854.0,16682.39,16.11
24540,Slovenia,Potatoes,2010,245353,1162.0,1134.37,10.0
28036,Zambia,Potatoes,2011,156005,1020.0,1670.0,20.88
21930,Pakistan,Soybeans,1993,5681,494.0,4945.0,23.08
19281,Mexico,Sweet potatoes,1994,198359,758.0,34468.93,25.05
3007,Brazil,Sweet potatoes,1994,113070,1761.0,84312.78,18.42
10417,Hungary,Wheat,1998,41390,589.0,5280.0,10.35
26765,Turkey,Soybeans,1999,27500,593.0,33089.0,20.02
17836,Lesotho,Wheat,2008,2415,788.0,37.44,14.74
8240,Egypt,Sorghum,2001,57964,51.0,5039.0,22.33
12836,India,Potatoes,2004,188091,1083.0,35113.0,26.25
2472,Belgium,Maize,2012,102438,847.0,6139.3,10.68
19773,Mexico,"Rice, paddy",2002,45027,758.0,16189.88,16.37
22450,Pakistan,Wheat,2001,23254,494.0,11871.0,23.62
16204,Japan,Soybeans,1990,15106,1668.0,79821.18,16.12
18938,Mauritius,Maize,2006,77931,2041.0,623.96,24.32
3062,Brazil,Potatoes,1995,152304,1761.0,92967.22,18.27
17045,Japan,Soybeans,2011,16006,1668.0,51796.3,15.43
20389,Mexico,Cassava,2013,146398,758.0,59920.18,17.18
18736,Mauritania,"Rice, paddy",1993,32860,92.0,39.09,27.37
12574,India,Sweet potatoes,2001,88368,1083.0,43720.04,25.53
20459,Montenegro,Maize,2010,37950,241.0,66.0,11.25
12705,India,Sorghum,2002,7602,1083.0,42482.56,24.91
27836,Uruguay,Soybeans,2008,16733,1300.0,13335.22,17.43
24284,Saudi Arabia,Wheat,2007,56844,59.0,4216.71,26.49
2036,Bahamas,Sweet potatoes,2009,34560,1292.0,268.2,25.46
3672,Brazil,"Rice, paddy",2001,32405,1761.0,151523.0,26.08
7743,Ecuador,Sorghum,2000,14700,2274.0,17948.0,21.34
18296,Malawi,Sorghum,1997,4712,1181.0,173.19,20.62
19988,Mexico,Sweet potatoes,2006,212942,758.0,50891.95,19.53
17949,Libya,Potatoes,2006,195440,56.0,4847.0,19.48
25786,Sri Lanka,Cassava,2004,95411,1712.0,1733.07,26.64
21298,New Zealand,Sweet potatoes,2010,117803,1732.0,5086.0,13.54
26634,Turkey,Potatoes,1994,229189,593.0,24219.0,18.35
26009,Suriname,Maize,2010,23333,2331.0,1286.65,27.7
13537,India,Maize,2008,24140,1083.0,14485.33,25.66
10508,India,Cassava,1990,205381,1083.0,75000.0,25.54
1206,Australia,Sorghum,1999,32215,534.0,34200.0,12.1
18718,Mauritania,Wheat,1990,10769,92.0,39.09,27.67
17278,Kazakhstan,Soybeans,2002,14955,250.0,3361.84,4.77
23598,Portugal,Potatoes,1990,111599,854.0,9357.0,16.55
8860,France,Wheat,2008,71018,867.0,78577.0,11.28
7898,Ecuador,Plantains and others,2007,55969,2274.0,14156.16,21.99
11139,India,Sorghum,1993,8981,1083.0,66388.0,25.97
23626,Portugal,Yams,1994,74403,854.0,9580.0,16.12
62,Albania,Wheat,2004,31130,1485.0,817.68,16.16
11164,India,Sweet potatoes,1993,85962,1083.0,66388.0,26.1
12657,India,Maize,2002,16807,1083.0,42482.56,26.49
27294,Uganda,Cassava,2007,128834,1180.0,88.0,23.68
25583,Spain,"Rice, paddy",2009,76593,636.0,35199.0,17.45
19899,Mexico,"Rice, paddy",2005,50653,758.0,51741.99,22.95
27264,Uganda,Soybeans,2002,10993,1180.0,88.0,23.99
18369,Malawi,"Rice, paddy",2008,18200,1181.0,624.52,20.42
2237,Bangladesh,Wheat,2002,21644,2666.0,2954.29,26.1
14975,Indonesia,Soybeans,2001,12181,2702.0,1597.0,27.52
19388,Mexico,"Rice, paddy",1996,45412,758.0,34468.93,19.27
20506,Morocco,Sorghum,1992,5558,346.0,10178.29,17.56
10877,India,Maize,1992,16758,1083.0,70791.0,26.82
3396,Brazil,Soybeans,1998,23533,1761.0,118930.56,18.49
24243,Saudi Arabia,Wheat,2001,49081,59.0,3194.48,26.6
1714,Australia,Soybeans,2012,22598,534.0,48687.88,16.84
21590,Niger,Sorghum,2004,2519,151.0,26.31,29.8
9008,Germany,Wheat,1999,75411,700.0,30019.0,10.58
13301,India,Wheat,2006,26188,1083.0,37423.0,26.04
17140,Japan,Wheat,2013,38616,1668.0,52794.3,16.0
27202,Uganda,Sweet potatoes,1995,45000,1180.0,88.0,23.72
20227,Mexico,Sorghum,2010,39246,758.0,63402.29,21.99
25449,Spain,Wheat,2001,23003,636.0,35700.0,12.33
25477,Spain,Potatoes,2004,271599,636.0,47445.0,17.41
10321,Honduras,Plantains and others,2009,98922,1976.0,4344.36,24.77
4045,Brazil,Maize,2006,33823,1761.0,238716.0,19.35
15921,Italy,Sweet potatoes,2006,144453,832.0,74349.0,12.87
14478,India,Sorghum,2013,8502,1083.0,45620.0,25.85
15435,Iraq,Soybeans,1994,13846,216.0,692.0,20.02
14389,India,Cassava,2013,349594,1083.0,45620.0,26.79
19708,Mexico,"Rice, paddy",2001,42576,758.0,31373.3,19.32
8979,Germany,Potatoes,1997,384055,700.0,30414.0,9.27
19278,Mexico,Soybeans,1994,18114,758.0,34468.93,21.46
650,Argentina,Cassava,2008,100000,591.0,87149.01,18.39
5787,Canada,Soybeans,1998,27922,537.0,41275.6,8.72
21771,Pakistan,Maize,1991,14235,494.0,5962.0,25.87
5921,Canada,Potatoes,2005,115053,537.0,36363.0,9.05
8427,El Salvador,Plantains and others,1993,106557,1784.0,3785.54,26.12
10806,India,Soybeans,1991,7825,1083.0,72133.0,24.62
6787,Colombia,Wheat,2005,23371,3240.0,117881.45,27.56
24057,Rwanda,Wheat,2002,6171,1212.0,106.34,19.77
25088,South Africa,Maize,2010,46736,495.0,26857.0,16.11
21984,Pakistan,Sorghum,1994,6011,494.0,6183.0,22.93
15755,Italy,Wheat,1993,35533,832.0,89282.2,12.71
22189,Pakistan,Sweet potatoes,1997,104716,494.0,16936.0,22.14
20019,Mexico,Potatoes,2007,270565,758.0,64501.28,22.18
1281,Australia,Potatoes,2001,328633,534.0,32710.0,17.85
27800,Uruguay,Sorghum,2002,32075,1300.0,5184.5,17.06
24226,Saudi Arabia,Sorghum,1999,13192,59.0,2853.74,26.92
13173,India,Maize,2006,19125,1083.0,37423.0,25.78
2653,Brazil,Maize,1991,18084,1761.0,58349.44,20.13
7369,Dominican Republic,Potatoes,2008,205454,1410.0,5409.43,26.56
15458,Iraq,Soybeans,1996,13750,216.0,616.0,23.96
28035,Zambia,Maize,2011,27414,1020.0,1670.0,20.88
18786,Mauritania,Sorghum,2000,5248,92.0,39.09,27.66
12500,India,Potatoes,2001,183627,1083.0,43720.04,24.76
24953,South Africa,Potatoes,2005,333534,495.0,26857.0,19.74
23890,Romania,"Rice, paddy",2005,41989,637.0,7565.7,11.25
22605,Pakistan,"Rice, paddy",2005,31742,494.0,7914.31,22.8
186,Algeria,Sorghum,2008,61786,89.0,11556.12,17.55
5203,Burundi,Yams,1996,56264,1274.0,207.1,21.18
25486,Spain,Soybeans,2004,26622,636.0,47445.0,17.41
14610,Indonesia,Soybeans,1991,11369,2702.0,3259.0,25.27
19236,Mexico,Cassava,1994,75260,758.0,34468.93,19.79
3058,Brazil,Maize,1995,26005,1761.0,92967.22,25.65
16208,Japan,Sweet potatoes,1990,231353,1668.0,79821.18,14.14
25152,South Africa,"Rice, paddy",2012,27273,495.0,26857.0,15.89
26032,Sweden,Potatoes,1990,348034,624.0,2310.0,8.43
6688,Colombia,Plantains and others,1999,69037,3240.0,66088.0,21.83
15141,Indonesia,Potatoes,2007,160919,2702.0,1597.0,27.29
2169,Bangladesh,Potatoes,1997,112551,2666.0,2035.0,25.55
8736,Finland,Wheat,2005,37304,536.0,1431.04,5.8
5749,Canada,Maize,1997,68702,537.0,38258.2,3.99
24865,South Africa,Maize,2001,24371,495.0,26857.0,18.92
20846,Mozambique,Sorghum,1997,5802,1032.0,60.63,21.54
798,Armenia,Wheat,2010,21192,562.0,278.72,11.31
3906,Brazil,Wheat,2004,20728,1761.0,214725.0,21.59
17305,Kazakhstan,Maize,2006,46317,250.0,3926.27,7.65
3699,Brazil,Sweet potatoes,2001,113496,1761.0,151523.0,18.67
8359,Egypt,Maize,2011,77409,51.0,12945.0,21.18
4661,Brazil,"Rice, paddy",2012,47860,1761.0,346583.0,19.72
1440,Australia,Maize,2006,53856,534.0,35900.0,12.51
24731,South Africa,"Rice, paddy",1996,22331,495.0,19508.0,20.49
7452,Dominican Republic,Sorghum,2013,15303,1410.0,6316.61,26.51
20288,Mexico,Sorghum,2011,37202,758.0,65961.1,21.55
8847,France,Soybeans,2006,27173,867.0,71612.0,11.79
4192,Brazil,Sweet potatoes,2007,120680,1761.0,304031.0,22.19
13695,India,Maize,2009,20238,1083.0,28707.01,24.87
2771,Brazil,Potatoes,1992,140432,1761.0,67003.89,24.24
21810,Pakistan,Sweet potatoes,1991,101190,494.0,5962.0,24.38
15567,Iraq,Soybeans,2006,9095,216.0,824.14,20.12
27431,Ukraine,"Rice, paddy",2005,43458,565.0,23021.7,8.39
24797,South Africa,Soybeans,1998,17200,495.0,24304.0,19.42
24391,Senegal,Sorghum,1999,6405,686.0,470.87,24.93
20103,Mexico,Soybeans,2008,20196,758.0,61732.11,16.22
20949,Mozambique,Potatoes,2013,135526,1032.0,766.93,21.37
14925,Indonesia,Potatoes,2000,133759,2702.0,1597.0,27.23
11712,India,Wheat,1996,24828,1083.0,56114.0,25.63
20193,Mexico,Cassava,2010,131579,758.0,63402.29,25.04
9144,Germany,Soybeans,2012,20000,700.0,45522.5,9.2
6912,Colombia,Soybeans,2012,26639,3240.0,48727.73,22.58
27204,Uganda,Cassava,1996,67015,1180.0,88.0,23.49
16541,Japan,Soybeans,1998,14495,1668.0,79821.18,16.45
20387,Mexico,Cassava,2013,146398,758.0,59920.18,24.19
2509,Botswana,Sorghum,2000,1573,416.0,17.0,18.97
20248,Mexico,Wheat,2010,54185,758.0,63402.29,20.9
5099,Burkina Faso,Sweet potatoes,2008,110907,748.0,190.92,28.4
11792,India,Potatoes,1997,193913,1083.0,52279.0,24.71
9784,Guinea,"Rice, paddy",2005,17575,1651.0,351.84,27.66
11629,India,"Rice, paddy",1996,28226,1083.0,56114.0,25.9
25466,Spain,Sweet potatoes,2002,171349,636.0,40727.0,17.16
18924,Mauritius,Sweet potatoes,2001,135000,2041.0,603.16,24.49
15691,Ireland,Wheat,2009,81669,1118.0,2268.1,9.47
10611,India,Sorghum,1990,8136,1083.0,75000.0,25.64
16879,Japan,Sweet potatoes,2007,237936,1668.0,61164.07,16.53
3213,Brazil,Wheat,1996,18334,1761.0,101621.67,21.56
2138,Bangladesh,Sweet potatoes,1994,95373,2666.0,1594.5,25.91
5724,Canada,Maize,1996,69141,537.0,35240.8,5.25
1054,Australia,Wheat,1995,17899,534.0,25598.0,16.14
20184,Mexico,Wheat,2009,49688,758.0,61690.08,21.76
8960,Germany,Wheat,1995,68882,700.0,30090.0,9.75
22751,Pakistan,Soybeans,2007,5818,494.0,5935.96,25.16
19898,Mexico,"Rice, paddy",2005,50653,758.0,51741.99,20.09
22311,Pakistan,Soybeans,1999,15078,494.0,20450.0,26.8
2682,Brazil,"Rice, paddy",1991,23020,1761.0,58349.44,25.57
25927,Suriname,"Rice, paddy",1995,35186,2331.0,169.0,27.33
14632,Indonesia,Maize,1992,22030,2702.0,825.0,26.72
1575,Australia,Potatoes,2009,361747,534.0,38065.68,18.18
4123,Brazil,Yams,2006,92308,1761.0,238716.0,26.26
22093,Pakistan,Potatoes,1996,134795,494.0,11955.0,26.5
6027,Canada,Soybeans,2009,25371,537.0,54529.4,7.8
11540,India,Wheat,1995,25590,1083.0,61257.0,25.44
10233,Honduras,"Rice, paddy",1998,25468,1976.0,3495.0,25.37
4693,Brazil,Sweet potatoes,2012,121926,1761.0,346583.0,27.34
2829,Brazil,Yams,1992,91413,1761.0,67003.89,20.21
8562,El Salvador,Maize,2011,28181,1784.0,3231.13,25.95
14220,India,Maize,2012,25557,1083.0,52980.0,25.86
23836,Romania,"Rice, paddy",1995,39030,637.0,20113.0,11.21
17918,Libya,Maize,2000,28900,56.0,3277.13,20.37
20799,Mozambique,Wheat,1990,18001,1032.0,102.26,21.51
9278,Ghana,Sorghum,2008,11997,1187.0,350.83,26.98
85,Albania,Soybeans,2010,16667,1485.0,1311.17,16.52
21801,Pakistan,Soybeans,1991,4992,494.0,5962.0,24.38
12204,India,Soybeans,1999,11380,1083.0,46195.0,27.24
27246,Uganda,Soybeans,2000,12075,1180.0,88.0,23.75
13731,India,Potatoes,2009,188103,1083.0,28707.01,27.43
7682,Ecuador,Plantains and others,1998,93279,2274.0,21500.0,22.72
3565,Brazil,"Rice, paddy",2000,30382,1761.0,140423.0,21.69
